query,batch_index,index_of_audio_output_tensor),audio_file_name,similarity_score_by_model,user_relevance_score
A metallic object bouncing off of a glass object,8480,399,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Garage Ambient 32 Bits 48 Khz.wav,0.3377,1
A metallic object bouncing off of a glass object,8480,424,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/microondas.wav,0.3344,1
A metallic object bouncing off of a glass object,8480,734,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Ambience in Sugadh (ESI institute) in Gujrat.wav,0.3336,1
A metallic object bouncing off of a glass object,8480,24,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/water_boil_pour_stir-96.wav,0.3321,6
A metallic object bouncing off of a glass object,8480,471,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/New Lift.wav,0.3298,1
A metallic object bouncing off of a glass object,8480,180,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/08-Garage Opening-consolidated.wav,0.3256,1
A metallic object bouncing off of a glass object,8480,145,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/somethingatthedoor.wav,0.3233,1
A metallic object bouncing off of a glass object,1427,187,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Chrysalism.wav,0.3152,1
A metallic object bouncing off of a glass object,1427,918,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/silent street ambience tone.wav,0.3078,1
A metallic object bouncing off of a glass object,1427,683,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/451__mikejedw__bong2_variant#2.wav,0.3077,1
A metallic object bouncing off of a glass object,1427,48,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/STE-002-dishes_lisbon_restaurant.wav,0.3063,7
A metallic object bouncing off of a glass object,1427,396,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/in_cafe_4.wav,0.306,1
A metallic object bouncing off of a glass object,1427,826,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Shaking Gate.wav,0.3058,4
A metallic object bouncing off of a glass object,1427,770,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/RoomTone.wav,0.305,1
A metallic object bouncing off of a glass object,1427,810,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/tin cans wind 1 - 16.1.11.wav,0.3014,1
A metallic object bouncing off of a glass object,1427,616,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Butter knife being Tapped.wav,0.2998,1
A metallic object bouncing off of a glass object,1427,301,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Super Market.wav,0.2981,1
